from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
PORI2,2002,2,0,KPL__0__6456__RAIL__Rail_SaSu+Hol,230__0__423__TZM__303__5__303__5
8251,TAIT1,2,0,120__1__452__TZM__417__417,HVL__1__3841__RAIL__Rail_SaSu+Hol
SILV,8416,2,240,HVL__0__3840__RAIL__Rail_SaSu+Hol,115__0__415__TZM__506__1__506__1
7720,7700,2,60,17__1__420__TZM__102__1__102__1,7__1__446__TZM__211__2__211__2
7720,7700,2,60,29__1__426__TZM__117__1__117__1,7__1__456__TZM__104__1__104__1
7720,7700,2,60,29__1__426__TZM__117__1__117__1,7__1__456__TZM__104__4__104__4
6224,6224,2,240,2__1__552__NBM__7__7,12__0__711__NBM__31__31
6733,6730,2,120,7__0__749__TZM__101__2__101__2,23__0__743__TZM__107__107
PORI2,2003,2,0,KPL__0__8218__RAIL__Rail_MTuWThF-XHol,226__0__145__TZM__304__2__304__2
WATE2,9140,2,0,HVL__0__3612__RAIL__Rail_MTuWThF-XHol,170__0__145__TZM__615__615
WATE2,9140,2,0,HVL__0__3612__RAIL__Rail_MTuWThF-XHol,170__0__145__TZM__615__1__615__1
3081,3081,2,120,19__0__155__TZM__130__130,1__1__194__TZM__1__5__1__5
3081,3081,2,120,19__0__155__TZM__130__1__130__1,1__1__194__TZM__1__5__1__5
6720,7720,2,120,7__0__139__TZM__205__4__205__4,29__0__119__TZM__109__2__109__2
WATE2,9140,2,0,HVL__0__3618__RAIL__Rail_MTuWThF-XHol,160__0__135__TZM__605__3__605__3
WATE2,9140,2,0,HVL__0__3618__RAIL__Rail_MTuWThF-XHol,160__0__135__TZM__605__4__605__4
7720,7700,2,60,29__1__122__TZM__105__2__105__2,7__1__152__TZM__242__242
7720,7700,2,60,29__1__122__TZM__105__4__105__4,7__1__152__TZM__242__1__242__1
PETO2,9001,2,0,HVL__0__3822__RAIL__Rail_SaSu+Hol,154__0__405__TZM__407__1__407__1
PETO2,9001,2,0,MEL__0__5908__RAIL__Rail_Xmas_workdays,154__0__405__TZM__407__1__407__1
3000,3000,2,300,1__0__793__TZM__202__202,60__0__725__MNM__1042__1042
8165,WATE1,2,0,130__1__414__TZM__410__410,HVL__1__3821__RAIL__Rail_SaSu+Hol
8297,TAIT1,2,0,121__1__118__TZM__427__427,HVL__1__2635__RAIL__Rail_MTuWThF-XHol
8297,TAIT1,2,0,121__1__118__TZM__427__1__427__1,HVL__1__2635__RAIL__Rail_MTuWThF-XHol
3000,3000,2,300,1__0__705__TZM__104__104,19__0__703__TZM__205__2__205__2
3000,3000,2,300,1__0__705__TZM__104__5__104__5,19__0__703__TZM__205__8__205__8
PORI2,2001,2,0,KPL__0__6460__RAIL__Rail_SaSu+Hol,226__0__449__TZM__307__307
8165,WATE1,2,0,150__1__140__TZM__430__430,HVL__1__3619__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__140__TZM__430__1__430__1,HVL__1__3619__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__134__NBM__78__78,2__0__163__NBM__36__2__36__2
WATE2,9165,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,130__0__411__TZM__402__1__402__1
UPPE,8579,2,240,HVL__0__3866__RAIL__Rail_SaSu+Hol,110__0__487__TZM__510__510
7224,7224,2,120,12__1__428__NBM__4__1__4__1,2__0__457__NBM__5__1__5__1
7224,7224,2,120,12__1__428__NBM__4__1copy__4__1copy,2__0__457__NBM__5__1__5__1
2002,PORI1,2,0,230__1__706__TZM__301__301,KPL__1__6427__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__410__TZM__303__2__303__2,KPL__1__6427__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__410__TZM__303__5__303__5,KPL__1__6427__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,150__1__428__TZM__415__415,HVL__1__3843__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__106__TZM__504__2__504__2,HVL__1__2609__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__432__TZM__413__413,HVL__1__3831__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__142__TZM__605__3__605__3,HVL__1__3613__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__142__TZM__605__4__605__4,HVL__1__3613__RAIL__Rail_MTuWThF-XHol
FEAT,1810,2,0,WRL__0__1616__RAIL__Rail_Xmas_workdays,200__1__408__TZM__1001__1__1001__1
FEAT,1810,2,0,WRL__0__1616__RAIL__Rail_Sa_(WRL),200__1__408__TZM__1001__1__1001__1
FEAT,1810,2,0,WRL__0__1616__RAIL__Rail_Xmas_Sa_(WRL),200__1__408__TZM__1001__1__1001__1
7017,7017,2,120,29__0__421__TZM__103__1__103__1,1__0__449__TZM__206__2__206__2
8140,WATE1,2,0,170__0__159__TZM__614__614,HVL__1__4619__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6323__RAIL__Rail_MTuWThF-XHol,60__1__150__MNM__3221__3221
WATE2,9140,2,0,HVL__0__2622__RAIL__Rail_MTuWThF-XHol,160__0__111__TZM__605__3__605__3
WATE2,9140,2,0,HVL__0__2622__RAIL__Rail_MTuWThF-XHol,160__0__111__TZM__605__4__605__4
TAIT2,9251,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol,120__0__129__TZM__410__1__410__1
7224,7224,2,120,12__1__404__NBM__21__1__21__1,2__0__409__NBM__3__1__3__1
7224,7224,2,120,12__1__404__NBM__21__1__21__1,2__0__409__NBM__3__1copy__3__1copy
8165,WATE1,2,0,130__1__196__TZM__409__1__409__1,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__196__TZM__409__2__409__2,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__717__TZM__101__2__101__2,29__0__709__TZM__112__112
8140,WATE1,2,0,170__0__423__TZM__604__604,HVL__1__3831__RAIL__Rail_SaSu+Hol
1810,FEAT,2,0,200__0__707__TZM__1001__1001,WRL__1__1615__RAIL__Rail_Su+Hol_(WRL)
1810,FEAT,2,0,200__1__706__TZM__1002__1002,WRL__1__1615__RAIL__Rail_Su+Hol_(WRL)
6055,6017,2,240,1__1__768__TZM__102__102,23__0__733__TZM__114__114
2001,PORI1,2,0,220__0__157__TZM__306__2__306__2,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__150__TZM__307__1__307__1,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__732__TZM__404__404,HVL__1__3845__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6328__RAIL__Rail_MTuWThF-XHol,230__0__129__TZM__302__2__302__2
PORI2,2002,2,0,KPL__0__6328__RAIL__Rail_MTuWThF-XHol,230__0__129__TZM__302__4__302__4
6055,6017,2,240,1__1__742__TZM__204__2__204__2,29__1__712__TZM__105__105
6055,6017,2,240,1__1__742__TZM__204__8__204__8,29__1__712__TZM__105__105
8580,UPPE,2,240,111__0__133__TZM__506__2__506__2,HVL__1__3613__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,111__0__133__TZM__506__3__506__3,HVL__1__3613__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19e__0__107__TZM__213__1__213__1,1__1__124__TZM__108__2__108__2
6720,7720,2,120,7__0__143__TZM__116__2__116__2,29__0__121__TZM__103__2__103__2
6720,7720,2,120,7__0__143__TZM__116__4__116__4,29__0__121__TZM__103__4__103__4
2002,PORI1,2,0,236__1__428__TZM__306__1__306__1,KPL__1__6465__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6456__RAIL__Rail_SaSu+Hol,236__0__717__TZM__304__304
PORI2,2002,2,0,KPL__0__6456__RAIL__Rail_SaSu+Hol,236__0__717__TZM__304__4__304__4
7720,7700,2,60,29__1__116__TZM__105__2__105__2,7__1__140__TZM__135__135
7720,7700,2,60,29__1__116__TZM__105__4__105__4,7__1__140__TZM__135__1__135__1
1001,PARA1,2,0,260__1__104__UZM__3310__3310,KPL__1__6213__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6448__RAIL__Rail_SaSu+Hol,236__0__713__TZM__304__304
PORI2,2002,2,0,KPL__0__6448__RAIL__Rail_SaSu+Hol,236__0__713__TZM__304__4__304__4
2002,PORI2,2,0,60__0__423__MNM__2012__2012,KPL__0__6440__RAIL__Rail_SaSu+Hol
3081,3081,2,120,60__1__452__MNM__2042__2042,1__1__502__TZM__111__2__111__2
7017,7017,2,120,29__0__707__TZM__105__105,1__0__735__TZM__204__2__204__2
7017,7017,2,120,29__0__707__TZM__105__105,1__0__735__TZM__204__8__204__8
2003,PORI1,2,0,220__1__166__TZM__320__320,KPL__1__8209__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__166__TZM__320__1__320__1,KPL__1__8209__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__171__TZM__313__313,KPL__1__8209__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__171__TZM__313__1__313__1,KPL__1__8209__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,17__1__710__TZM__105__105,7__1__722__TZM__106__106
7224,7224,2,120,12__1__450__NBM__4__1__4__1,2__0__481__NBM__2__1__2__1
7224,7224,2,120,12__1__450__NBM__4__1copy__4__1copy,2__0__481__NBM__2__1copy__2__1copy
FEAT,1810,2,0,WRL__0__1604__RAIL__Rail_MTuWThF-XHol,200__1__108__TZM__1001__2__1001__2
FEAT,1810,2,0,WRL__0__1604__RAIL__Rail_MTuWThF-XHol,200__1__108__TZM__1001__2copy__1001__2copy
PORI2,2001,2,0,KPL__0__6446__RAIL__Rail_SaSu+Hol,226__0__435__TZM__307__307
2600,PARE,2,240,236__1__112__TZM__318__318,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__112__TZM__318__1__318__1,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__112__TZM__318__2__318__2,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3868__RAIL__Rail_SaSu+Hol,160__0__459__TZM__604__604
PARA2,1001,2,240,KPL__0__6440__RAIL__Rail_SaSu+Hol,262__0__415__UZM__4701__4701
PORI2,2001,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol,210__0__103__TZM__301__2__301__2
PORI2,2001,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol,210__0__103__TZM__301__3__301__3
PORI2,2001,2,0,KPL__0__6216__RAIL__Rail_MTuWThF-XHol,210__0__103__TZM__301__4__301__4
6720,7720,2,120,7__0__165__TZM__205__4__205__4,17__0__127__TZM__139__139
8580,UPPE,2,240,110__1__130__TZM__509__1__509__1,HVL__1__2627__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__116__TZM__439__439,HVL__1__2619__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__201__TZM__315__315,KPL__1__6345__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__201__TZM__315__1__315__1,KPL__1__6345__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__532__NBM__26__26,18__0__725__NBM__10__10
4915,4915,2,0,22__1__226__NBM__39__1__39__1,21__1__220__NBM__43__43
4915,4915,2,0,22__1__226__NBM__39__1copy__39__1copy,21__1__220__NBM__43copy__43copy
WATE2,9165,2,0,HVL__0__3868__RAIL__Rail_SaSu+Hol,130__0__487__TZM__402__1__402__1
7730,7730,2,120,23__1__722__TZM__107__107,7__1__728__TZM__106__106
8251,TAIT1,2,0,120__1__712__TZM__603__603,HVL__1__3829__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,220__0__425__TZM__302__1__302__1
3081,3081,2,120,60__1__434__MNM__2052__2052,1__1__470__TZM__1__4__1__4
7730,7730,2,120,23__1__414__TZM__108__1__108__1,7__1__424__TZM__104__1__104__1
7730,7730,2,120,23__1__414__TZM__108__1__108__1,7__1__424__TZM__104__4__104__4
WAIK,1501,2,240,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,280__0__153__UZM__3433__3433
WAIK,1501,2,240,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,280__0__153__UZM__3433copy__3433copy
PARE,2600,2,240,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,236__0__127__TZM__302__2__302__2
PARE,2600,2,240,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,236__0__127__TZM__302__4__302__4
6036,6036,2,60,30x__0__113__NBM__32__3__32__3,28__0__115__NBM__156__156
6036,6036,2,60,30x__0__113__NBM__32__3copy__32__3copy,28__0__115__NBM__156__156
7017,7017,2,120,29__0__105__TZM__105__2__105__2,1__0__117__TZM__243__243
7017,7017,2,120,29__0__105__TZM__105__4__105__4,1__0__117__TZM__243__243
2002,PORI1,2,0,236__1__128__TZM__309__309,KPL__1__6319__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__132__TZM__430__430,HVL__1__3605__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__132__TZM__430__1__430__1,HVL__1__3605__RAIL__Rail_MTuWThF-XHol
3000,3000,2,300,1__0__483__TZM__2__4__2__4,19__0__441__TZM__210__210
PORI2,2002,2,0,KPL__0__6448__RAIL__Rail_SaSu+Hol,230__0__715__TZM__301__301
6081,6081,2,120,2__1__588__NBM__9__9,18__0__781__NBM__16__16
7720,7700,2,60,29__1__402__TZM__102__1__102__1,7__1__406__TZM__204__3__204__3
7720,7700,2,60,29__1__402__TZM__102__1__102__1,7__1__406__TZM__204__7__204__7
UPPE,8579,2,240,HVL__0__3846__RAIL__Rail_SaSu+Hol,110__0__727__TZM__502__502
8140,WATE1,2,0,170__0__703__TZM__402__402,HVL__1__3819__RAIL__Rail_SaSu+Hol
9525,TREN,2,240,114__0__123__TZM__518__518,HVL__1__3625__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3818__RAIL__Rail_SaSu+Hol,170__0__703__TZM__402__402
7083,7083,2,120,18__1__476__NBM__41__41,2__0__479__NBM__26__1__26__1
6081,6081,2,120,2__1__142__NBM__16__2__16__2,18__0__117__NBM__78__78
8165,WATE1,2,0,150__1__406__TZM__409__409,HVL__1__3821__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,112__1__406__TZM__505__2__505__2,HVL__1__3827__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,170__0__181__TZM__613__613
8580,UPPE,2,240,110__1__128__TZM__504__2__504__2,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__2626__RAIL__Rail_MTuWThF-XHol,130__0__117__TZM__413__1__413__1
PORI2,2001,2,0,KPL__0__8208__RAIL__Rail_MTuWThF-XHol,220__0__173__TZM__314__314
PORI2,2001,2,0,KPL__0__8208__RAIL__Rail_MTuWThF-XHol,220__0__173__TZM__314__1__314__1
PORI2,2001,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,220__0__173__TZM__314__314
PORI2,2001,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,220__0__173__TZM__314__1__314__1
PARA2,1000,2,0,KPL__0__6416__RAIL__Rail_SaSu+Hol,250__0__403__UZM__4705__4705
WATE2,9140,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,170__0__435__TZM__601__1__601__1
WATE2,9140,2,0,HVL__0__3870__RAIL__Rail_SaSu+Hol,160__0__461__TZM__601__1__601__1
WAIK,1501,2,240,KPL__0__6440__RAIL__Rail_SaSu+Hol,280__0__715__UZM__4102__4102
WATE2,9165,2,0,HVL__0__2632__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__430__430
WATE2,9165,2,0,HVL__0__2632__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__430__1__430__1
UPPE,8579,2,240,HVL__0__3636__RAIL__Rail_MTuWThF-XHol,111__0__151__TZM__511__1__511__1
UPPE,8579,2,240,HVL__0__3636__RAIL__Rail_MTuWThF-XHol,111__0__151__TZM__511__2__511__2
UPPE,8579,2,240,HVL__0__3834__RAIL__Rail_SaSu+Hol,110__0__429__TZM__502__1__502__1
2001,PORI1,2,0,220__0__139__TZM__307__1__307__1,KPL__1__6233__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__130__TZM__310__310,KPL__1__6233__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__137__TZM__320__320,KPL__1__6233__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__137__TZM__320__1__320__1,KPL__1__6233__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__136__TZM__320__320,KPL__1__6233__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__136__TZM__320__1__320__1,KPL__1__6233__RAIL__Rail_MTuWThF-XHol
9416,SILV,2,240,115__0__101__TZM__506__2__506__2,HVL__1__2609__RAIL__Rail_MTuWThF-XHol
9416,SILV,2,240,115__0__101__TZM__506__3__506__3,HVL__1__2609__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__424__TZM__507__507,HVL__1__3827__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol,170__0__129__TZM__615__615
WATE2,9140,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol,170__0__129__TZM__615__1__615__1
2002,PORI1,2,0,236__1__146__TZM__315__315,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__146__TZM__315__1__315__1,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,112__1__118__TZM__508__1__508__1,HVL__1__3601__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,112__1__118__TZM__508__2__508__2,HVL__1__3601__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,60__1__432__MNM__2041__2041,1__1__466__TZM__101__3__101__3
8580,UPPE,2,240,112__1__114__TZM__508__1__508__1,HVL__1__2629__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,112__1__114__TZM__508__2__508__2,HVL__1__2629__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__460__TZM__206__2__206__2,29__1__430__TZM__114__1__114__1
PORI2,2001,2,0,KPL__0__6420__RAIL__Rail_SaSu+Hol,210__0__403__TZM__305__1__305__1
PORI2,2003,2,0,KPL__0__6426__RAIL__Rail_SaSu+Hol,220__1__706__TZM__303__1__303__1
PORI2,2003,2,0,KPL__0__6426__RAIL__Rail_SaSu+Hol,220__1__706__TZM__303__6__303__6
6055,6017,2,240,1__1__444__TZM__113__1__113__1,29__1__422__TZM__103__1__103__1
PARA2,1001,2,240,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,262__0__133__UZM__907__907
1001,PARA1,2,0,250__0__705__UZM__4104__4104,KPL__1__6423__RAIL__Rail_SaSu+Hol
6081,6081,2,120,2__1__462__NBM__11__1__11__1,18__0__463__NBM__41__41
1001,PARA1,2,0,261__1__132__UZM__907__907,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,17__1__440__TZM__102__1__102__1,7__1__504__TZM__211__2__211__2
WAIK,1501,2,240,KPL__0__6436__RAIL__Rail_SaSu+Hol,290__0__707__UZM__4106__4106
7224,7224,2,120,12__1__152__NBM__53__53,2__0__237__NBM__102__3__102__3
7224,7224,2,120,12__1__152__NBM__53copy__53copy,2__0__237__NBM__102__3__102__3
6055,6017,2,240,1__1__736__TZM__111__1__111__1,23__0__717__TZM__114__114
WATE2,9165,2,0,HVL__0__3646__RAIL__Rail_MTuWThF-XHol,130__0__193__TZM__409__1__409__1
WATE2,9165,2,0,HVL__0__3646__RAIL__Rail_MTuWThF-XHol,130__0__193__TZM__409__2__409__2
2001,PORI1,2,0,220__0__729__TZM__302__302,KPL__1__6443__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__728__TZM__305__305,KPL__1__6443__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,120__0__209__TZM__419__1__419__1
TAIT2,9251,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,120__0__209__TZM__419__2__419__2
TAIT2,9251,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,120__0__209__TZM__419__3__419__3
8580,UPPE,2,240,111__0__415__TZM__505__2__505__2,HVL__1__3823__RAIL__Rail_SaSu+Hol
WOOD,4500,2,0,WRL__0__1602__RAIL__Rail_MTuWThF-XHol,204__0__101__TZM__801__801
WOOD,4500,2,0,WRL__0__1602__RAIL__Rail_MTuWThF-XHol,204__0__101__TZM__801__2__801__2
5915,5915,2,0,21__0__447__NBM__6__1__6__1,22__0__447__NBM__8__1__8__1
WATE2,9140,2,0,HVL__0__3630__RAIL__Rail_MTuWThF-XHol,170__0__161__TZM__608__608
WATE2,9140,2,0,HVL__0__3630__RAIL__Rail_MTuWThF-XHol,170__0__161__TZM__608__1__608__1
WATE2,9140,2,0,HVL__0__4616__RAIL__Rail_MTuWThF-XHol,170__0__161__TZM__608__608
WATE2,9140,2,0,HVL__0__4616__RAIL__Rail_MTuWThF-XHol,170__0__161__TZM__608__1__608__1
TAIT2,9297,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,121__0__139__TZM__426__426
TAIT2,9297,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol,121__0__139__TZM__426__426
7720,7700,2,60,17__1__118__TZM__139__139,7__1__158__TZM__116__2__116__2
7720,7700,2,60,17__1__118__TZM__139__139,7__1__158__TZM__116__4__116__4
PETO2,9001,2,0,HVL__0__3814__RAIL__Rail_SaSu+Hol,150__0__401__TZM__404__1__404__1
2003,PORI1,2,0,226__0__121__TZM__304__2__304__2,KPL__1__6235__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__409__TZM__605__1__605__1,HVL__1__3817__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6461__RAIL__Rail_Sa,60__1__452__MNM__2042__2042
8580,UPPE,2,240,112__1__106__TZM__505__3__505__3,HVL__1__2615__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__136__UZM__3101__2__3101__2,KPL__1__6331__RAIL__Rail_MTuWThF-XHol
5915,5915,2,0,21__0__723__NBM__18__18,22__0__723__NBM__28__28
PORI2,2003,2,0,KPL__0__6318__RAIL__Rail_MTuWThF-XHol,220__1__160__TZM__320__320
PORI2,2003,2,0,KPL__0__6318__RAIL__Rail_MTuWThF-XHol,220__1__160__TZM__320__1__320__1
PETO2,9001,2,0,HVL__0__2610__RAIL__Rail_MTuWThF-XHol,154__0__105__TZM__408__1__408__1
PETO2,9001,2,0,HVL__0__2610__RAIL__Rail_MTuWThF-XHol,154__0__105__TZM__408__2__408__2
PETO2,9001,2,0,MEL__0__5600__RAIL__Rail_MTuWThF-XHol,154__0__105__TZM__408__1__408__1
PETO2,9001,2,0,MEL__0__5600__RAIL__Rail_MTuWThF-XHol,154__0__105__TZM__408__2__408__2
6720,7720,2,120,7__0__751__TZM__106__106,17__0__725__TZM__201__1__201__1
8165,WATE1,2,0,130__1__458__TZM__405__1__405__1,HVL__1__3843__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3868__RAIL__Rail_SaSu+Hol,110__0__489__TZM__514__1__514__1
2001,PORI1,2,0,220__0__463__TZM__304__1__304__1,KPL__1__6469__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__463__TZM__304__3__304__3,KPL__1__6469__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__460__TZM__302__1__302__1,KPL__1__6469__RAIL__Rail_SaSu+Hol
PARA2,1000,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,260__0__427__UZM__4705__4705
UPPE,8579,2,240,HVL__0__3650__RAIL__Rail_MTuWThF-XHol,110__0__201__TZM__531__531
PORI2,2002,2,0,KPL__0__6468__RAIL__Rail_SaSu+Hol,230__0__431__TZM__303__2__303__2
PORI2,2002,2,0,KPL__0__6468__RAIL__Rail_SaSu+Hol,230__0__431__TZM__303__5__303__5
6720,7720,2,120,7__0__503__TZM__209__1__209__1,29__0__443__TZM__117__1__117__1
PORI2,2001,2,0,KPL__0__6456__RAIL__Rail_SaSu+Hol,220__0__737__TZM__302__302
PORI2,2001,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,220__0__453__TZM__304__1__304__1
PORI2,2001,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,220__0__453__TZM__304__3__304__3
PETO2,9001,2,0,HVL__0__3844__RAIL__Rail_SaSu+Hol,150__0__427__TZM__418__418
WAIK,1501,2,240,KPL__0__6222__RAIL__Rail_MTuWThF-XHol,280__0__120__UZM__605__2__605__2
WAIK,1501,2,240,KPL__0__6222__RAIL__Rail_MTuWThF-XHol,280__0__120__UZM__605__2copy__605__2copy
8165,WATE1,2,0,130__1__722__TZM__401__401,HVL__1__3835__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__445__TZM__601__1__601__1,HVL__1__3853__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3838__RAIL__Rail_SaSu+Hol,120__0__441__TZM__413__413
WATE2,9165,2,0,HVL__0__3816__RAIL__Rail_Sa,150__0__401__TZM__404__1__404__1
3081,3081,2,120,60__1__132__MNM__3122__3122,1__1__202__TZM__203__3__203__3
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,210__0__113__TZM__306__2__306__2
6055,6017,2,240,1__1__268__TZM__138__138,23__0__169__TZM__244__244
6055,6017,2,240,1__1__268__TZM__138__138,23__0__169__TZM__244__1__244__1
WATE2,9165,2,0,HVL__0__3862__RAIL__Rail_SaSu+Hol,130__0__745__TZM__404__404
7017,7017,2,120,23__1__140__TZM__104__2__104__2,1__0__225__TZM__225__225
UPPE,8579,2,240,HVL__0__3852__RAIL__Rail_SaSu+Hol,111__0__445__TZM__503__1__503__1
3081,3081,2,120,19__0__727__TZM__205__2__205__2,1__1__760__TZM__202__202
3081,3081,2,120,19__0__727__TZM__205__8__205__8,1__1__760__TZM__202__202
7224,7224,2,120,12__1__148__NBM__56__56,2__0__229__NBM__112__3__112__3
7224,7224,2,120,12__1__148__NBM__56copy__56copy,2__0__229__NBM__112__3__112__3
8580,UPPE,2,240,112__1__104__TZM__511__1__511__1,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,112__1__104__TZM__511__2__511__2,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__104__TZM__305__2__305__2,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__104__TZM__305__3__305__3,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__138__NBM__105__3__105__3,18e__0__141__NBM__111__4__111__4
6081,6081,2,120,2__1__138__NBM__105__3__105__3,18e__0__141__NBM__111__4copy__111__4copy
6081,6081,2,120,2__1__140__NBM__107__3__107__3,18e__0__141__NBM__111__4__111__4
6081,6081,2,120,2__1__140__NBM__107__3copy__107__3copy,18e__0__141__NBM__111__4copy__111__4copy
3081,3081,2,120,60__1__122__MNM__3132__3132,1__1__182__TZM__118__1__118__1
3081,3081,2,120,60__1__122__MNM__3132__3132,1__1__182__TZM__118__3__118__3
