from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
1001,PARA1,2,0,261__1__106__UZM__1033__1033,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,112__1__414__TZM__508__508,HVL__1__3843__RAIL__Rail_SaSu+Hol
7720,7700,2,60,29__1__406__TZM__114__1__114__1,7__1__416__TZM__104__1__104__1
7720,7700,2,60,29__1__406__TZM__114__1__114__1,7__1__416__TZM__104__4__104__4
6055,6017,2,240,1__1__226__TZM__1__5__1__5,23__0__155__TZM__104__2__104__2
2002,PORI1,2,0,236__1__122__TZM__315__315,KPL__1__6301__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__122__TZM__315__1__315__1,KPL__1__6301__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol,130__0__119__TZM__439__439
1001,PARA1,2,0,260__1__150__UZM__907__907,KPL__1__6345__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,150__1__414__TZM__409__409,HVL__1__3831__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__103__MNM__3331__3331,KPL__0__6220__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__485__TZM__104__1__104__1,17__0__443__TZM__102__1__102__1
6720,7720,2,120,7__0__485__TZM__104__4__104__4,17__0__443__TZM__102__1__102__1
PORI2,2003,2,0,KPL__0__6354__RAIL__Rail_MTuWThF-XHol,220__1__198__TZM__307__1__307__1
MELL,9150,2,240,MEL__0__5610__RAIL__Rail_MTuWThF-XHol,145__0__123__TZM__406__2__406__2
MELL,9150,2,240,MEL__0__5610__RAIL__Rail_MTuWThF-XHol,145__0__123__TZM__406__3__406__3
3081,3081,2,120,60__1__144__MNM__3221__3221,1__1__228__TZM__232__232
8165,WATE1,2,0,130__1__422__TZM__402__1__402__1,HVL__1__3825__RAIL__Rail_SaSu+Hol
PARA2,1000,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,260__0__147__UZM__101__101
PARA2,1000,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,260__0__147__UZM__101copy__101copy
6055,6017,2,240,1__1__792__TZM__111__1__111__1,23__0__743__TZM__107__107
6720,7720,2,120,7__0__741__TZM__101__2__101__2,29__0__721__TZM__112__112
8165,WATE1,2,0,130__1__170__TZM__415__1__415__1,HVL__1__3619__RAIL__Rail_MTuWThF-XHol
3000,3000,2,300,1__0__455__TZM__101__3__101__3,60__0__431__MNM__2052__2052
7083,7083,2,120,18__1__748__NBM__30__30,2__0__749__NBM__26__26
PORI2,2001,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,210__0__709__TZM__306__306
PETO2,9001,2,0,HVL__0__3612__RAIL__Rail_MTuWThF-XHol,154__0__121__TZM__408__1__408__1
PETO2,9001,2,0,HVL__0__3612__RAIL__Rail_MTuWThF-XHol,154__0__121__TZM__408__2__408__2
3000,3000,2,300,1__0__289__TZM__128__128,19e__0__123__TZM__205__4__205__4
3000,3000,2,300,1__0__223__TZM__140__140,19e__0__123__TZM__205__4__205__4
3000,3000,2,300,1__0__223__TZM__140__1__140__1,19e__0__123__TZM__205__4__205__4
3081,3081,2,120,60__1__134__MNM__3051__3051,1__1__208__TZM__153__2__153__2
7224,7224,2,120,12__1__438__NBM__21__1__21__1,2__0__477__NBM__24__1__24__1
UPPE,8579,2,240,HVL__0__3826__RAIL__Rail_SaSu+Hol,112__0__407__TZM__508__508
7224,7224,2,120,12__1__122__NBM__18__2__18__2,2__0__163__NBM__36__2__36__2
PORI2,2002,2,0,KPL__0__6470__RAIL__Rail_SaSu+Hol,236__0__429__TZM__306__1__306__1
6720,7720,2,120,7__0__171__TZM__101__4__101__4,17__0__131__TZM__139__139
6720,7720,2,120,7__0__171__TZM__101__5__101__5,17__0__131__TZM__139__139
8580,UPPE,2,240,112__1__116__TZM__503__2__503__2,HVL__1__2635__RAIL__Rail_MTuWThF-XHol
9416,SILV,2,240,115__0__419__TZM__506__1__506__1,HVL__1__3849__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__461__TZM__604__604,HVL__1__3867__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,280__0__129__UZM__808__808,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
6224,6224,2,240,2__1__116__NBM__16__2__16__2,12__0__113__NBM__43__43
6224,6224,2,240,2__1__116__NBM__16__2__16__2,12__0__113__NBM__43copy__43copy
7720,7700,2,60,29__1__412__TZM__114__1__114__1,7__1__428__TZM__204__3__204__3
7720,7700,2,60,29__1__412__TZM__114__1__114__1,7__1__428__TZM__204__7__204__7
1001,PARA1,2,0,262__1__126__UZM__604__2__604__2,KPL__1__6315__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6429__RAIL__Rail_SaSu+Hol,60__1__422__MNM__2021__2021
PORI2,2003,2,0,KPL__0__6444__RAIL__Rail_SaSu+Hol,226__0__431__TZM__308__308
PORI2,2003,2,0,KPL__0__6238__RAIL__Rail_MTuWThF-XHol,220__1__130__TZM__310__310
6224,6224,2,240,2__1__134__NBM__3__2__3__2,12__0__119__NBM__70__70
6224,6224,2,240,2__1__134__NBM__3__2__3__2,12__0__119__NBM__70copy__70copy
8251,TAIT1,2,0,120__1__146__TZM__410__1__410__1,HVL__1__2639__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__148__TZM__611__611,HVL__1__2639__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__148__TZM__611__2__611__2,HVL__1__2639__RAIL__Rail_MTuWThF-XHol
7083,7083,2,120,18__1__712__NBM__16__16,2__0__713__NBM__22__22
7083,7083,2,120,18__1__432__NBM__12__1__12__1,2__0__435__NBM__11__1__11__1
PORI2,2001,2,0,KPL__0__6434__RAIL__Rail_SaSu+Hol,226__0__423__TZM__308__308
UPPE,8579,2,240,HVL__0__3862__RAIL__Rail_SaSu+Hol,110__0__479__TZM__514__1__514__1
7720,7700,2,60,29__1__712__TZM__105__105,7__1__728__TZM__106__106
6081,6081,2,120,2__1__486__NBM__26__1__26__1,18__0__487__NBM__41__41
WATE2,9165,2,0,HVL__0__3850__RAIL__Rail_SaSu+Hol,130__0__733__TZM__404__404
7224,7224,2,120,12__1__436__NBM__40__40,2__0__473__NBM__30__1__30__1
6733,6730,2,120,7__0__499__TZM__204__3__204__3,23__0__455__TZM__114__1__114__1
6733,6730,2,120,7__0__499__TZM__204__7__204__7,23__0__455__TZM__114__1__114__1
PORI2,2002,2,0,KPL__0__6466__RAIL__Rail_SaSu+Hol,230__0__429__TZM__303__2__303__2
PORI2,2002,2,0,KPL__0__6466__RAIL__Rail_SaSu+Hol,230__0__429__TZM__303__5__303__5
9001,PETO1,2,0,150__1__426__TZM__404__1__404__1,HVL__1__3843__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__736__TZM__506__506,HVL__1__3849__RAIL__Rail_SaSu+Hol
1810,FEAT,2,0,200__0__701__TZM__1002__1002,WRL__1__1623__RAIL__Rail_Su+Hol_(WRL)
1810,FEAT,2,0,200__1__700__TZM__1001__1001,WRL__1__1623__RAIL__Rail_Su+Hol_(WRL)
2003,PORI1,2,0,210__1__414__TZM__305__1__305__1,KPL__1__6435__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,281__0__403__UZM__4702__4702,KPL__1__6421__RAIL__Rail_SaSu+Hol
7224,7224,2,120,12__1__116__NBM__79__79,2__0__145__NBM__104__3__104__3
PORI1,2002,2,0,KPL__1__6457__RAIL__Rail_SaSu+Hol,60__1__724__MNM__1042__1042
8165,WATE1,2,0,150__1__114__TZM__412__1__412__1,HVL__1__2619__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__402__TZM__409__409,HVL__1__3813__RAIL__Rail_Sa
UPPE,8579,2,240,HVL__0__3836__RAIL__Rail_SaSu+Hol,111__0__429__TZM__508__508
8165,WATE1,2,0,130__1__474__TZM__405__1__405__1,HVL__1__3855__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3606__RAIL__Rail_MTuWThF-XHol,130__0__143__TZM__439__439
9001,PETO1,2,0,154__0__133__TZM__430__430,HVL__1__3641__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__133__TZM__430__1__430__1,HVL__1__3641__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__447__TZM__301__1__301__1,KPL__1__6453__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__150__TZM__403__3__403__3,HVL__1__3605__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3832__RAIL__Rail_SaSu+Hol,160__0__421__TZM__602__1__602__1
PARE,2600,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,236__0__141__TZM__316__316
PARE,2600,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,236__0__141__TZM__316__1__316__1
PARE,2600,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,236__0__141__TZM__316__2__316__2
PARE,2600,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,236__0__141__TZM__316__3__316__3
TAIT2,9251,2,0,HVL__0__3810__RAIL__Rail_Sa,120__0__401__TZM__401__1__401__1
UPPE,8579,2,240,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,112__0__135__TZM__525__525
WATE2,9165,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol,150__0__129__TZM__431__431
1501,WAIK,2,240,280__0__423__UZM__4702__4702,KPL__1__6459__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6435__RAIL__Rail_SaSu+Hol,60__1__428__MNM__2031__2031
PARA2,1000,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,250__0__711__UZM__4105__4105
1001,PARA1,2,0,262__1__406__UZM__4701__4701,KPL__1__6429__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__464__TZM__507__507,HVL__1__3847__RAIL__Rail_SaSu+Hol
7017,7017,2,120,29__0__721__TZM__112__112,1__0__793__TZM__202__202
8297,TAIT1,2,0,121__1__108__TZM__416__1__416__1,HVL__1__4609__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,290__0__115__UZM__706__706
1001,PARA1,2,0,250__0__417__UZM__4704__4704,KPL__1__6447__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,226__0__421__TZM__308__308
2003,PORI1,2,0,210__1__134__TZM__322__322,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__134__TZM__322__1__322__1,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,210__1__134__TZM__322__2__322__2,KPL__1__6333__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6422__RAIL__Rail_SaSu+Hol,261__0__705__UZM__4103__4103
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,220__0__151__TZM__307__1__307__1
7720,7700,2,60,29__1__100__TZM__105__2__105__2,7__1__190__TZM__101__4__101__4
WATE2,9140,2,0,HVL__0__3864__RAIL__Rail_SaSu+Hol,160__0__455__TZM__601__1__601__1
6720,7720,2,120,7__0__167__TZM__138__138,29__0__133__TZM__109__2__109__2
PORI2,2001,2,0,KPL__0__8212__RAIL__Rail_MTuWThF-XHol,210__0__131__TZM__306__2__306__2
PORI2,2001,2,0,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,210__0__131__TZM__306__2__306__2
3000,3000,2,300,1__0__737__TZM__1__3__1__3,19__0__719__TZM__205__2__205__2
3000,3000,2,300,1__0__737__TZM__1__3__1__3,19__0__719__TZM__205__8__205__8
TAIT2,9251,2,0,HVL__0__3622__RAIL__Rail_MTuWThF-XHol,120__0__175__TZM__428__428
TAIT2,9251,2,0,HVL__0__3622__RAIL__Rail_MTuWThF-XHol,120__0__175__TZM__428__1__428__1
2001,PORI1,2,0,220__0__405__TZM__304__1__304__1,KPL__1__6411__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__405__TZM__304__3__304__3,KPL__1__6411__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__404__TZM__302__1__302__1,KPL__1__6411__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__726__TZM__502__502,HVL__1__3839__RAIL__Rail_SaSu+Hol
9001,PETO1,2,0,150__1__104__TZM__412__1__412__1,MEL__1__5605__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6231__RAIL__Rail_MTuWThF-XHol,60__1__118__MNM__3202__3202
7720,7700,2,60,17__1__700__TZM__201__1__201__1,7__1__702__TZM__106__106
8165,WATE1,2,0,150__1__104__TZM__412__1__412__1,HVL__1__4605__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,220__0__181__TZM__310__310
7083,7083,2,120,18__1__158__NBM__110__3__110__3,2__0__187__NBM__36__2__36__2
7083,7083,2,120,18__1__158__NBM__110__3copy__110__3copy,2__0__187__NBM__36__2__36__2
7720,7700,2,60,29__1__720__TZM__201__1__201__1,7__1__744__TZM__101__2__101__2
UPPE,8579,2,240,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,110__0__185__TZM__519__519
3000,3000,2,300,1__0__199__TZM__229__229,60__0__147__MNM__3112__3112
PETO2,9001,2,0,MEL__0__5616__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__430__430
PETO2,9001,2,0,MEL__0__5616__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__430__1__430__1
PETO2,9001,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__430__430
PETO2,9001,2,0,HVL__0__2630__RAIL__Rail_MTuWThF-XHol,150__0__117__TZM__430__1__430__1
WATE2,9140,2,0,HVL__0__3814__RAIL__Rail_SaSu+Hol,160__0__403__TZM__604__604
PORI2,2002,2,0,KPL__0__8200__RAIL__Rail_MTuWThF-XHol,230__0__105__TZM__305__2__305__2
PORI2,2002,2,0,KPL__0__8200__RAIL__Rail_MTuWThF-XHol,230__0__105__TZM__305__3__305__3
PORI2,2002,2,0,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,230__0__105__TZM__305__2__305__2
PORI2,2002,2,0,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,230__0__105__TZM__305__3__305__3
WATE2,9165,2,0,HVL__0__3864__RAIL__Rail_SaSu+Hol,130__0__481__TZM__405__1__405__1
PORI2,2003,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,220__1__108__TZM__310__310
6720,7720,2,120,7__0__109__TZM__102__2__102__2,17__0__103__TZM__139__139
8140,WATE1,2,0,160__1__402__TZM__603__1__603__1,HVL__1__3811__RAIL__Rail_SaSu+Hol
7730,7730,2,120,23__1__144__TZM__106__1__106__1,7__1__196__TZM__114__2__114__2
7730,7730,2,120,23__1__144__TZM__106__1__106__1,7__1__196__TZM__114__4__114__4
1001,PARA1,2,0,250__0__713__UZM__4104__4104,KPL__1__6439__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,260__1__422__UZM__4703__4703,KPL__1__6459__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,150__1__416__TZM__418__418,HVL__1__3831__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3850__RAIL__Rail_SaSu+Hol,150__0__431__TZM__415__415
WATE2,9140,2,0,HVL__0__4630__RAIL__Rail_MTuWThF-XHol,160__0__167__TZM__608__608
WATE2,9140,2,0,HVL__0__4630__RAIL__Rail_MTuWThF-XHol,160__0__167__TZM__608__1__608__1
7083,7083,2,120,18e__1__148__NBM__107__3__107__3,2__0__177__NBM__102__3__102__3
7083,7083,2,120,18e__1__148__NBM__107__3copy__107__3copy,2__0__177__NBM__102__3__102__3
PORI2,2002,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,230__0__723__TZM__304__304
PORI2,2002,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,230__0__723__TZM__304__4__304__4
2002,PORI2,2,0,60__0__417__MNM__2101__2101,KPL__0__6434__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3628__RAIL__Rail_MTuWThF-XHol,120__0__181__TZM__419__1__419__1
TAIT2,9251,2,0,HVL__0__3628__RAIL__Rail_MTuWThF-XHol,120__0__181__TZM__419__2__419__2
TAIT2,9251,2,0,HVL__0__3628__RAIL__Rail_MTuWThF-XHol,120__0__181__TZM__419__3__419__3
TAIT2,9251,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol,120__0__181__TZM__419__1__419__1
TAIT2,9251,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol,120__0__181__TZM__419__2__419__2
TAIT2,9251,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol,120__0__181__TZM__419__3__419__3
SILV,8416,2,240,HVL__0__3828__RAIL__Rail_SaSu+Hol,115__0__409__TZM__506__1__506__1
WAIK,1501,2,240,KPL__0__6422__RAIL__Rail_SaSu+Hol,281__0__705__UZM__4102__4102
7730,7730,2,120,23__1__406__TZM__105__1__105__1,7__1__408__TZM__104__1__104__1
7730,7730,2,120,23__1__406__TZM__105__1__105__1,7__1__408__TZM__104__4__104__4
WATE2,9165,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol,130__0__147__TZM__415__1__415__1
9525,TREN,2,240,114__0__109__TZM__506__2__506__2,HVL__1__2625__RAIL__Rail_MTuWThF-XHol
9525,TREN,2,240,114__0__109__TZM__506__3__506__3,HVL__1__2625__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__420__TZM__206__2__206__2,29__1__410__TZM__103__1__103__1
8580,UPPE,2,240,111__0__431__TZM__508__508,HVL__1__3839__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__106__TZM__417__1__417__1,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
7017,7017,2,120,23__1__452__TZM__110__1__110__1,1__0__519__TZM__211__2__211__2
2003,PORI1,2,0,226__0__109__TZM__304__2__304__2,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,29__1__434__TZM__103__1__103__1,7__1__472__TZM__104__1__104__1
7720,7700,2,60,29__1__434__TZM__103__1__103__1,7__1__472__TZM__104__4__104__4
1501,WAIK,2,240,281__0__103__UZM__231__3__231__3,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,250__0__133__UZM__205__1__205__1,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
9525,TREN,2,240,114__0__131__TZM__503__2__503__2,HVL__1__3645__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__433__TZM__604__604,HVL__1__3841__RAIL__Rail_SaSu+Hol
8297,TAIT1,2,0,121__1__404__TZM__406__1__406__1,HVL__1__3821__RAIL__Rail_SaSu+Hol
TREN,9525,2,240,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,114__1__120__TZM__518__518
1001,PARA1,2,0,260__1__700__UZM__4104__4104,KPL__1__6415__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__3866__RAIL__Rail_SaSu+Hol,160__0__457__TZM__605__1__605__1
7083,7083,2,120,18__1__414__NBM__21__1__21__1,2__0__417__NBM__2__1__2__1
7083,7083,2,120,18__1__414__NBM__21__1__21__1,2__0__417__NBM__2__1copy__2__1copy
3000,3000,2,300,1__0__721__TZM__102__102,19__0__711__TZM__205__2__205__2
3000,3000,2,300,1__0__721__TZM__102__102,19__0__711__TZM__205__8__205__8
7083,7083,2,120,18__1__468__NBM__41__41,2__0__471__NBM__11__1__11__1
7017,7017,2,120,23__1__448__TZM__110__1__110__1,1__0__503__TZM__202__2__202__2
3081,3081,2,120,60__1__108__MNM__3031__3031,1__1__156__TZM__147__147
3081,3081,2,120,60__1__108__MNM__3031__3031,1__1__156__TZM__147__1__147__1
PARA2,1000,2,0,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,250__0__113__UZM__504__3__504__3
8580,UPPE,2,240,110__1__704__TZM__503__503,HVL__1__3817__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__110__UZM__3310__3310,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6412__RAIL__Rail_Sa,220__1__400__TZM__304__1__304__1
PORI2,2003,2,0,KPL__0__6412__RAIL__Rail_Sa,220__1__400__TZM__304__3__304__3
7730,7730,2,120,23__1__436__TZM__105__1__105__1,7__1__468__TZM__204__3__204__3
7730,7730,2,120,23__1__436__TZM__105__1__105__1,7__1__468__TZM__204__7__204__7
5915,5915,2,0,22__0__447__NBM__8__1__8__1,21__0__447__NBM__6__1__6__1
6733,6730,2,120,7__0__451__TZM__211__2__211__2,23__0__429__TZM__110__1__110__1
3000,3000,2,300,1__0__459__TZM__1__4__1__4,19__0__429__TZM__210__210
PORI2,2002,2,0,KPL__0__6428__RAIL__Rail_SaSu+Hol,236__0__703__TZM__304__304
PORI2,2002,2,0,KPL__0__6428__RAIL__Rail_SaSu+Hol,236__0__703__TZM__304__4__304__4
PARA2,1000,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,250__0__147__UZM__303__303
PARA2,1000,2,0,KPL__0__6340__RAIL__Rail_MTuWThF-XHol,250__0__147__UZM__303copy__303copy
WATE2,9165,2,0,HVL__0__3866__RAIL__Rail_SaSu+Hol,130__0__485__TZM__420__420
6081,6081,2,120,2__1__548__NBM__26__26,18__0__741__NBM__30__30
7083,7083,2,120,18e__1__704__NBM__38__38,2__0__709__NBM__3__3
7083,7083,2,120,18e__1__704__NBM__38__38,2__0__709__NBM__3copy__3copy
9001,PETO1,2,0,154__0__117__TZM__408__1__408__1,HVL__1__2637__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__117__TZM__408__2__408__2,HVL__1__2637__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__463__TZM__601__1__601__1,HVL__1__3869__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,280__0__105__UZM__101__101,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,280__0__105__UZM__101copy__101copy,KPL__1__6211__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3848__RAIL__Rail_SaSu+Hol,130__0__459__TZM__405__1__405__1
1001,PARA1,2,0,261__1__416__UZM__4705__4705,KPL__1__6447__RAIL__Rail_SaSu+Hol
PETO2,9001,2,0,HVL__0__2636__RAIL__Rail_MTuWThF-XHol,150__0__121__TZM__431__431
PARA2,1000,2,0,KPL__0__6450__RAIL__Rail_SaSu+Hol,260__0__421__UZM__4704__4704
PORI2,2002,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,236__0__423__TZM__306__1__306__1
7720,7700,2,60,17__1__414__TZM__102__1__102__1,7__1__434__TZM__209__1__209__1
WATE2,9165,2,0,HVL__0__3840__RAIL__Rail_SaSu+Hol,130__0__723__TZM__401__401
3081,3081,2,120,19__0__705__TZM__205__2__205__2,1__1__716__TZM__111__1__111__1
3081,3081,2,120,19__0__705__TZM__205__8__205__8,1__1__716__TZM__111__1__111__1
6720,7720,2,120,7__0__159__TZM__116__2__116__2,29__0__129__TZM__105__2__105__2
6720,7720,2,120,7__0__159__TZM__116__4__116__4,29__0__129__TZM__105__4__105__4
1001,PARA1,2,0,262__1__100__UZM__504__3__504__3,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6210__RAIL__Rail_MTuWThF-XHol,262__0__101__UZM__3411__3411
1501,WAIK,2,240,281__0__107__UZM__808__808,KPL__1__6219__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__2626__RAIL__Rail_MTuWThF-XHol,150__0__113__TZM__431__431
WATE2,9165,2,0,HVL__0__2634__RAIL__Rail_MTuWThF-XHol,130__0__127__TZM__403__3__403__3
WATE2,9165,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,130__0__713__TZM__406__406
7017,7017,2,120,23__1__716__TZM__114__114,1__0__743__TZM__207__1__207__1
3081,3081,2,120,19__0__425__TZM__210__210,1__1__462__TZM__207__2__207__2
UPPE,8579,2,240,HVL__0__3660__RAIL__Rail_MTuWThF-XHol,110__0__209__TZM__531__531
UPPE,8579,2,240,HVL__0__3856__RAIL__Rail_SaSu+Hol,110__0__737__TZM__502__502
8140,WATE1,2,0,170__0__117__TZM__602__2__602__2,HVL__1__4613__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__117__TZM__602__3__602__3,HVL__1__4613__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19__0__159__TZM__130__130,1__1__208__TZM__153__2__153__2
3081,3081,2,120,19__0__159__TZM__130__1__130__1,1__1__208__TZM__153__2__153__2
1001,PARA1,2,0,261__1__712__UZM__4105__4105,KPL__1__6439__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3864__RAIL__Rail_SaSu+Hol,110__0__483__TZM__511__511
PARA2,1000,2,0,KPL__0__6442__RAIL__Rail_SaSu+Hol,260__0__717__UZM__4104__4104
PORI2,2001,2,0,KPL__0__6346__RAIL__Rail_MTuWThF-XHol,226__0__153__TZM__304__2__304__2
1001,PARA1,2,0,262__1__718__UZM__4101__4101,KPL__1__6453__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,150__1__404__TZM__404__1__404__1,HVL__1__3817__RAIL__Rail_SaSu+Hol
7720,7700,2,60,17__1__718__TZM__105__105,7__1__738__TZM__101__2__101__2
8165,WATE1,2,0,130__1__102__TZM__413__1__413__1,HVL__1__4605__RAIL__Rail_MTuWThF-XHol
2002,PORI2,2,0,60__0__129__MNM__3051__3051,KPL__0__6310__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6223__RAIL__Rail_MTuWThF-XHol,60__1__110__MNM__3111__3111
9001,PETO1,2,0,150__1__436__TZM__409__409,HVL__1__3855__RAIL__Rail_SaSu+Hol
9525,TREN,2,240,114__0__401__TZM__505__2__505__2,HVL__1__3813__RAIL__Rail_Sa
6055,6017,2,240,1__1__498__TZM__207__2__207__2,23__0__449__TZM__110__1__110__1
UPPE,8579,2,240,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,112__0__123__TZM__525__525
6733,6730,2,120,7__0__197__TZM__219__219,23__0__161__TZM__104__2__104__2
6733,6730,2,120,7__0__195__TZM__216__216,23__0__161__TZM__104__2__104__2
PETO2,9001,2,0,HVL__0__3618__RAIL__Rail_MTuWThF-XHol,150__0__157__TZM__MTuWThF-XSch
6733,6730,2,120,7__0__185__TZM__242__242,23__0__155__TZM__104__2__104__2
6733,6730,2,120,7__0__185__TZM__242__1__242__1,23__0__155__TZM__104__2__104__2
7083,7083,2,120,18__1__496__NBM__36__1__36__1,2__0__499__NBM__11__1__11__1
6055,6017,2,240,1__1__732__TZM__104__104,23__0__715__TZM__107__107
6055,6017,2,240,1__1__732__TZM__104__5__104__5,23__0__715__TZM__107__107
6081,6081,2,120,2__1__424__NBM__17__1__17__1,18__0__425__NBM__13__1__13__1
2003,PORI1,2,0,220__1__708__TZM__302__302,KPL__1__6423__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__709__TZM__305__305,KPL__1__6423__RAIL__Rail_SaSu+Hol
4915,4915,2,0,22__1__440__NBM__18__1__18__1,21__1__440__NBM__203__4__203__4
PORI2,2002,2,0,KPL__0__6456__RAIL__Rail_SaSu+Hol,230__0__423__TZM__303__2__303__2
