route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,etm_id
70,103_5,7__1__450__TZM__103__5__103__5,,1,,[@364.0.17528115@]1,,2,450
190,208_4,19__0__743__TZM__208__4__208__4,,0,,[@364.0.17528164@]1,,2,743
5,Rail MTuWThF-XHol,HVL__0__3646__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608367@]HVL:793#24218#24233,,2,3646
9,CCL Sa,CCL__0__10477__WCCL__CCL_Sa,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10477
250,111_8,25__0__419__TZM__111__8__111__8,,0,,[@6.0.22281071@]1,,2,419
270,101_1,27__0__433__TZM__101__1__101__1,,0,,[@360.0.75333692@]2,,2,433
600,3051,60__0__135__MNM__3051__3051,,0,,[@356.0.29339884@]2,,2,135
2,Rail XmasWeek 5-6Jan,KPL__1__6429__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6429
20,20,2__0__771__NBM__20__20,,0,,[@364.0.23226994@]5,,2,771
1300,406_5,130__1__402__TZM__406__5__406__5,,1,,[@364.0.17527495@]1,,2,402
6,Rail Sa,JVL__1__9327__RAIL__Rail_Sa,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9327
5,Rail SaSu+Hol,HVL__1__3867__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,3867
20,22,2__1__766__NBM__22__22,,1,,[@364.0.23226994@]10,,2,766
2300,308_10,230__1__418__TZM__308__10__308__10,,1,,[@356.0.45924869@]230:656#21228#21251,,2,418
140,22_1,14__1__416__NBM__22__1__22__1,,1,,[@364.0.23225636@]5,,2,416
1100,506_4,110__1__420__TZM__506__4__506__4,,1,,[@356.0.42935074@]81537888,,2,420
2620,2_3,262__1__150__UZM__2__3__2__3,,1,,[@366.0.28965575@]2,,2,150
1300,427_1,130__0__193__TZM__427__1__427__1,,0,,[@364.0.17527495@]3,,2,193
2200,303_8,220__1__401__TZM__303__8__303__8,,1,,[@356.0.45924825@]2,,2,401
2600,44_1,260__0__131__UZM__44__1__44__1,,0,,[@366.0.28965553@]2,,2,131
1100,521_1,110__0__203__TZM__521__1__521__1,,0,,[@356.0.42935074@]3,,2,203
9916,303_6,N6__0__107__TZM__303__6__303__6,P=Operates on request from Porirua Station,0,,[@6.0.22570698@]N6:12#500#610,,2,107
30,25_1,3__0__423__NBM__25__1__25__1,,0,,[@360.0.6959122@]2,,2,423
1100,511_3,110__1__160__TZM__511__3__511__3,,1,,[@356.0.42935074@]2,,2,160
830,201_2,83__0__435__NBM__201__2__201__2,,0,,[@364.0.23226528@]83:382#12651#12715,,2,435
2060,701,206__0__101__TZM__701__701,,0,,[@6.0.22551348@]206:609#19479#19488,,2,101
9,CCL Sa,CCL__0__10393__WCCL__CCL_Sa,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10393
20,37_1,2__1__460__NBM__37__1__37__1,,1,,[@364.0.23226994@]10,,2,460
1500,418_2,150__0__429__TZM__418__2__418__2,,0,,[@6.0.21845698@]3,,2,429
5,Rail MTuWThF-XHol,HVL__0__4622__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608367@]HVL:797#24264#24271,,2,4622
2040,801_7,204__1__150__TZM__801__7__801__7,,1,,[@6.0.22551316@]204:599#19378#19389,,2,150
2200,303_6,220__1__456__TZM__303__6__303__6,,1,,[@356.0.45924825@]2,,2,456
1300,427_1,130__1__196__TZM__427__1__427__1,,1,,[@364.0.17527495@]1,,2,196
2620,27_3,262__1__108__UZM__27__3__27__3,,1,,[@366.0.28965575@]2,,2,108
30,31_2,3__1__462__NBM__31__2__31__2,,1,,[@360.0.6959122@]4,,2,462
10,103,1__0__747__TZM__103__103,,0,,[@364.0.17528045@]10,,2,747
250,206_8,25__0__727__TZM__206__8__206__8,,0,,[@6.0.22281071@]1,,2,727
170,211_4,17__1__406__TZM__211__4__211__4,,1,,[@364.0.17529728@]1,,2,406
2200,307_5,220__0__703__TZM__307__5__307__5,,0,,[@356.0.45924825@]3,,2,703
1600,412_3,160__0__453__TZM__412__3__412__3,,0,,[@356.0.42935312@]4,,2,453
30,13_1,3__1__410__NBM__13__1__13__1,,1,,[@360.0.6959122@]4,,2,410
200,36_2,20__0__425__NBM__36__2__36__2,,0,,[@360.0.6960769@]1,,2,425
2,Rail MTuWThF-XHol,KPL__1__6337__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:808#24393#24405,,2,6337
7,6031,AX__0__131__MNM__6031__6031,,0,,[@366.0.7673003@]1,,2,131
1200,407_6,120__1__138__TZM__407__6__407__6,,1,,[@364.0.17527449@]2,,2,138
600,3072,60__0__149__MNM__3072__3072,,0,,[@356.0.29339884@]2,,2,149
120,24_1,12__1__416__NBM__24__1__24__1,,1,,[@364.0.23227021@]1,,2,416
9916,303_6,N6__0__101__TZM__303__6__303__6,P=Operates on request from Porirua Station,0,,[@6.0.22570698@]N6:12#500#610,,2,101
1700,602_7,170__0__405__TZM__602__7__602__7,,0,,[@356.0.42935339@]170:564#18381#18436,,2,405
1300,401_4,130__1__700__TZM__401__4__401__4,,1,,[@364.0.17527495@]1,,2,700
70,113,7__0__711__TZM__113__113,,0,,[@364.0.17528115@]2,,2,711
10,115_7,1__0__473__TZM__115__7__115__7,,0,,[@364.0.17528045@]10,,2,473
3,Rail MTuWThF-XHol,MEL__1__5613__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608303@]MEL:826#24532#24535,,2,5613
7,8021,AX__0__801__MNM__8021__8021,,0,,[@366.0.7673003@]1,,2,801
1300,410_3,130__1__418__TZM__410__3__410__3,,1,,[@364.0.17527495@]1,,2,418
10,204_9,1__0__515__TZM__204__9__204__9,,0,,[@364.0.17528045@]12,,2,515
7,6082,AX__0__225__MNM__6082__6082,,0,,[@366.0.7673003@]1,,2,225
20,39_2,2__0__536__NBM__39__2__39__2,,0,,[@364.0.23226994@]5,,2,536
220,10_2,22__1__426__NBM__10__2__10__2,,1,,[@364.0.23227132@]5,,2,426
1200,406_4,120__1__744__TZM__406__4__406__4,,1,,[@364.0.17527449@]2,,2,744
340,113_1,34__0__103__NBM__113__1__113__1,,0,,[@364.0.23225745@]2,,2,103
520,2112,52__0__453__MNM__2112__2112,,0,,[@360.0.6959370@]2,,2,453
9,CCL MTuWThF-XHol,CCL__1__10503__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10503
830,204,83__0__735__NBM__204__204,,0,,[@364.0.23226528@]83:382#12651#12715,,2,735
250,213_4,25__1__412__TZM__213__4__213__4,,1,,[@6.0.22281071@]2,,2,412
600,3031,60__0__115__MNM__3031__3031,,0,,[@356.0.29339884@]2,,2,115
7,6043,AX__0__179__MNM__6043__6043,,0,,[@366.0.7673003@]1,,2,179
2,Rail MTuWThF-XHol,KPL__0__6338__RAIL__Rail_MTuWThF-XHol,C=Cycles are excluded from this service,0,,[@6.0.20608271@]KPL:824#24520#24527,,2,6338
30,6_1,3__0__401__NBM__6__1__6__1,,0,,[@360.0.6959122@]3,,2,401
9,CCL Sa,CCL__0__10399__WCCL__CCL_Sa,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10399
140,9,14__1__722__NBM__9__9,,1,,[@364.0.23225636@]5,,2,722
1200,401_5,120__1__400__TZM__401__5__401__5,,1,,[@364.0.17527449@]2,,2,400
1110,505_4,111__0__411__TZM__505__4__505__4,,0,,[@364.0.17527741@]1,,2,411
7,8042,AX__0__875__MNM__8042__8042,,0,,[@366.0.7673003@]1,,2,875
7,7071,AX__1__634__MNM__7071__7071,,1,,[@366.0.7673003@]2,,2,634
140,13_2,14__0__419__NBM__13__2__13__2,,0,,[@364.0.23225636@]2,,2,419
270,207_11,27__0__407__TZM__207__11__207__11,,0,,[@360.0.75333692@]2,,2,407
7,6051,AX__1__154__MNM__6051__6051,,1,,[@366.0.7673003@]2,,2,154
2610,7_2,261__1__116__UZM__7__2__7__2,,1,,[@366.0.28965564@]2,,2,116
140,32_1,14__1__430__NBM__32__1__32__1,,1,,[@364.0.23225636@]5,,2,430
2600,34_4,260__0__125__UZM__34__4__34__4,,0,,[@366.0.28965553@]2,,2,125
3,Rail MTuWThF-XHol,MEL__0__5640__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608303@]MEL:829#24546#24549,,2,5640
9,CCL Su+Hol-Xmas,CCL__1__10652__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10652
30,23_2,3__0__421__NBM__23__2__23__2,,0,,[@360.0.6959122@]3,,2,421
230,112_7,23__1__414__TZM__112__7__112__7,,1,,[@364.0.17529510@]1,,2,414
220,20,22__1__706__NBM__20__20,,1,,[@364.0.23227132@]5,,2,706
1120,504_5,112__1__406__TZM__504__5__504__5,,1,,[@6.0.22024228@]1,,2,406
9914,206_8,N4__0__105__TZM__206__8__206__8,W=Operates on request via Wilton Road (as far as Churchill Drive)# via Broadmeadows# and via Calcutta# Waru and Punjab Streets,0,,[@6.0.22286195@]N4:7#241#306,,2,105
1100,513_4,110__0__489__TZM__513__4__513__4,,0,,[@356.0.42935074@]3,,2,489
1210,425_1,121__0__123__TZM__425__1__425__1,,0,,[@356.0.42934812@]1,,2,123
140,42_1,14__0__427__NBM__42__1__42__1,,0,,[@364.0.23225636@]2,,2,427
30,40_3,3__1__460__NBM__40__3__40__3,,1,,[@360.0.6959122@]1,,2,460
520,2092,52__1__418__MNM__2092__2092,,1,,[@360.0.6959370@]52:307#10264#10319,,2,418
2500,35_3,250__0__119__UZM__35__3__35__3,,0,,[@366.0.28965531@]1,,2,119
9,CCL MTuWThF-XHol,CCL__1__10310__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10310
30,24_1,3__0__405__NBM__24__1__24__1,,0,,[@360.0.6959122@]3,,2,405
1450,409_4,145__1__408__TZM__409__4__409__4,,1,,[@6.0.21845666@]1,,2,408
2,Rail XmasWeek 5-6Jan,KPL__1__6431__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6431
2800,32_4,280__0__133__UZM__32__4__32__4,CO=Commences from Coastlands. Connects with route 290 at Waikanae Station for travel from Coastlands to Otaki.,0,,[@6.0.7180610@]3,,2,133
2300,308_6,230__1__196__TZM__308__6__308__6,,1,,[@356.0.45924869@]230:656#21228#21251,,2,196
3,Rail MTuWThF-XHol,MEL__1__5603__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608303@]MEL:826#24532#24535,,2,5603
230,105_5,23__1__430__TZM__105__5__105__5,,1,,[@364.0.17529510@]1,,2,430
290,206_8,29__1__704__TZM__206__8__206__8,,1,,[@364.0.17529751@]1,,2,704
1500,402_8,150__1__106__TZM__402__8__402__8,,1,,[@6.0.21845698@]2,,2,106
2,Rail Sa,KPL__0__6412__RAIL__Rail_Sa,,0,,[@6.0.20608271@]KPL:817#24468#24480,,2,6412
6,Rail XmasWeek 5-6Jan,JVL__0__9314__RAIL__Rail_XmasWeek_5-6Jan,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9314
9,CCL Su+Hol-Xmas,CCL__1__10478__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10478
70,104,7__1__706__TZM__104__104,,1,,[@364.0.17528115@]1,,2,706
7,6061,AX__0__145__MNM__6061__6061,,0,,[@366.0.7673003@]1,,2,145
600,1051,60__1__714__MNM__1051__1051,,1,,[@356.0.29339884@]1,,2,714
7,7082,AX__0__703__MNM__7082__7082,,0,,[@366.0.7673003@]1,,2,703
260,118_5,26__1__124__TZM__118__5__118__5,,1,,[@364.0.17529715@]3,,2,124
1700,603_5,170__0__407__TZM__603__5__603__5,,0,,[@356.0.42935339@]170:564#18381#18436,,2,407
8,WHF SaSu+Hol,WHF__0__127__EBYW__WHF_SaSu+Hol,,0,,[@366.0.32323183@]16,,2,127
30,16_1,3__0__413__NBM__16__1__16__1,,0,,[@360.0.6959122@]3,,2,413
240,212_4,24__1__700__TZM__212__4__212__4,,1,,[@364.0.17528180@]1,,2,700
1300,602_8,130__1__186__TZM__602__8__602__8,,1,,[@364.0.17527495@]1,,2,186
120,33_2,12__1__442__NBM__33__2__33__2,,1,,[@364.0.23227021@]1,,2,442
1300,430_2,130__0__145__TZM__430__2__430__2,,0,,[@364.0.17527495@]3,,2,145
30,10_2,3__0__441__NBM__10__2__10__2,,0,,[@360.0.6959122@]3,,2,441
20,22,2__1__854__NBM__22__22,,1,,[@364.0.23226994@]10,,2,854
30,19_1,3__0__453__NBM__19__1__19__1,,0,,[@360.0.6959122@]3,,2,453
2300,303_10,230__0__723__TZM__303__10__303__10,,0,,[@356.0.45924869@]230:660#21265#21288,,2,723
170,111,17__1__708__TZM__111__111,,1,,[@364.0.17529728@]1,,2,708
70,110_5,7__0__425__TZM__110__5__110__5,,0,,[@364.0.17528115@]2,,2,425
30,244,3__1__502__NBM__244__244,,1,,[@360.0.6959122@]1,,2,502
20,14_1,2__0__539__NBM__14__1__14__1,,0,,[@364.0.23226994@]5,,2,539
140,22_1,14__1__404__NBM__22__1__22__1,,1,,[@364.0.23225636@]5,,2,404
2200,310_11,220__0__439__TZM__310__11__310__11,,0,,[@356.0.45924825@]3,,2,439
1300,408_4,130__0__745__TZM__408__4__408__4,,0,,[@364.0.17527495@]3,,2,745
9,CCL Sa,CCL__0__10507__WCCL__CCL_Sa,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10507
2360,307_10,236__1__420__TZM__307__10__307__10,,1,,[@356.0.45924880@]236:664#21302#21336,,2,420
20,14_2,2__1__499__NBM__14__2__14__2,,1,,[@364.0.23226994@]10,,2,499
1450,419_3,145__0__417__TZM__419__3__419__3,,0,,[@6.0.21845666@]2,,2,417
20,27_1,2__0__441__NBM__27__1__27__1,,0,,[@364.0.23226994@]1,,2,441
10,118,1__0__807__TZM__118__118,,0,,[@364.0.17528045@]7,,2,807
190,213_4,19__0__423__TZM__213__4__213__4,,0,,[@364.0.17528164@]1,,2,423
9,CCL MTuWThF-XHol,CCL__0__10523__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10523
6,Rail MTuWThF-XHol,JVL__0__9224__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9224
570,3191,57__1__100__MNM__3191__3191,,1,,[@360.0.6959404@]57:361#12059#12089,,2,100
7,6121,AX__0__227__MNM__6121__6121,,0,,[@366.0.7673003@]1,,2,227
9,CCL Sa,CCL__1__10404__WCCL__CCL_Sa,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10404
20,3_2,2__0__401__NBM__3__2__3__2,,0,,[@364.0.23226994@]1,,2,401
600,3112,60__0__147__MNM__3112__3112,,0,,[@356.0.29339884@]2,,2,147
8,WHF SaSu+Hol,WHF__1__122__EBYW__WHF_SaSu+Hol,,1,,[@366.0.32323183@]7,,2,122
2300,303_6,230__0__175__TZM__303__6__303__6,,0,,[@356.0.45924869@]230:660#21265#21288,,2,175
1700,610_1,170__0__149__TZM__610__1__610__1,,0,,[@356.0.42935339@]170:564#18381#18436,,2,149
830,201_2,83__0__421__NBM__201__2__201__2,,0,,[@364.0.23226528@]83:382#12651#12715,,2,421
1100,511_3,110__1__110__TZM__511__3__511__3,,1,,[@356.0.42935074@]81537888,,2,110
2300,301_5,230__1__700__TZM__301__5__301__5,,1,,[@356.0.45924869@]230:656#21228#21251,,2,700
70,112_7,7__1__408__TZM__112__7__112__7,,1,,[@364.0.17528115@]1,,2,408
1200,602_8,120__0__165__TZM__602__8__602__8,,0,,[@364.0.17527449@]1,,2,165
350,150,35__0__107__NBM__150__150,,0,,[@364.0.23225756@]2,,2,107
140,33_2,14__0__437__NBM__33__2__33__2,,0,,[@364.0.23225636@]2,,2,437
360,56,36__0__111__NBM__56__56,,0,,[@360.0.75332042@]2,,2,111
2800,32_4,280__0__135__UZM__32__4__32__4,,0,,[@6.0.7180610@]1,,2,135
10,209_4,1__1__772__TZM__209__4__209__4,,1,,[@364.0.17528045@]1,,2,772
1600,602_7,160__0__445__TZM__602__7__602__7,,0,,[@356.0.42935312@]4,,2,445
1200,407_6,120__1__184__TZM__407__6__407__6,,1,,[@364.0.17527449@]2,,2,184
6,Rail XmasWeek 5-6Jan,JVL__1__9329__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9329
30,37,3__0__799__NBM__37__37,,0,,[@360.0.6959122@]2,,2,799
30,33,3__0__777__NBM__33__33,,0,,[@360.0.6959122@]2,,2,777
120,18_2,12__0__409__NBM__18__2__18__2,,0,,[@364.0.23227021@]2,,2,409
8,WHF SaSu+Hol,WHF__0__119__EBYW__WHF_SaSu+Hol,,0,,[@6.0.93606290@]13,,2,119
190,206_9,19__0__437__TZM__206__9__206__9,,0,,[@364.0.17528164@]1,,2,437
2100,305_8,210__0__411__TZM__305__8__305__8,,0,,[@356.0.45924814@]2,,2,411
330,112_1,33__1__160__NBM__112__1__112__1,,1,,[@364.0.23225734@]1,,2,160
1100,507_4,110__1__164__TZM__507__4__507__4,,1,,[@356.0.42935074@]2,,2,164
2,Rail XmasWeek 5-6Jan,KPL__1__6451__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6451
1200,422_2,120__0__147__TZM__422__2__422__2,,0,,[@364.0.17527449@]1,,2,147
180,38,18__1__722__NBM__38__38,,1,,[@364.0.23225663@]1,,2,722
1200,413_3,120__1__204__TZM__413__3__413__3,,1,,[@364.0.17527449@]2,,2,204
1450,409_4,145__0__401__TZM__409__4__409__4,,0,,[@6.0.21845666@]2,,2,401
170,105_5,17__0__419__TZM__105__5__105__5,,0,,[@364.0.17529728@]2,,2,419
30,2_1,3__0__507__NBM__2__1__2__1,,0,,[@360.0.6959122@]2,,2,507
20,244,2__0__549__NBM__244__244,,0,,[@364.0.23226994@]1,,2,549
6,Rail MTuWThF-XHol,JVL__1__9257__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9257
2610,16_4,261__1__154__UZM__16__4__16__4,,1,,[@366.0.28965564@]2,,2,154
1140,504_5,114__1__418__TZM__504__5__504__5,,1,,[@356.0.42935130@]114:450#14408#14428,,2,418
10,214_8,1__1__480__TZM__214__8__214__8,,1,,[@364.0.17528045@]5,,2,480
520,1071,52__1__718__MNM__1071__1071,,1,,[@360.0.6959370@]52:307#10264#10319,,2,718
1200,403_4,120__0__727__TZM__403__4__403__4,,0,,[@364.0.17527449@]1,,2,727
6,Rail XmasWeek 5-6Jan,JVL__1__9375__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9375
180,5_1,18__0__409__NBM__5__1__5__1,,0,,[@364.0.23225663@]2,,2,409
9,CCL MTuWThF-XHol,CCL__1__10312__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10312
2610,51_4,261__1__100__UZM__51__4__51__4,,1,,[@366.0.28965564@]2,,2,100
600,3041,60__0__113__MNM__3041__3041,,0,,[@356.0.29339884@]2,,2,113
1100,504_4,110__0__737__TZM__504__4__504__4,,0,,[@356.0.42935074@]3,,2,737
180,18_1,18__0__427__NBM__18__1__18__1,,0,,[@364.0.23225663@]2,,2,427
20,26_1,2__1__538__NBM__26__1__26__1,,1,,[@364.0.23226994@]2,,2,538
70,208_4,7__0__733__TZM__208__4__208__4,,0,,[@364.0.17528115@]2,,2,733
9,CCL Su+Hol-Xmas,CCL__1__5405__WCCL__CCL_Su+Hol-Xmas,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,5405
140,21,14__0__741__NBM__21__21,,0,,[@364.0.23225636@]2,,2,741
9,CCL Sa,CCL__1__10328__WCCL__CCL_Sa,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10328
250,206_9,25__1__444__TZM__206__9__206__9,,1,,[@6.0.22281071@]2,,2,444
1100,529_2,110__0__153__TZM__529__2__529__2,,0,,[@356.0.42935074@]4,,2,153
1120,514_2,112__0__109__TZM__514__2__514__2,,0,,[@6.0.22024228@]2,,2,109
1100,503_3,110__0__723__TZM__503__3__503__3,,0,,[@356.0.42935074@]3,,2,723
9,CCL Sa,CCL__1__10524__WCCL__CCL_Sa,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10524
1600,405_3,160__0__731__TZM__405__3__405__3,,0,,[@356.0.42935312@]4,,2,731
290,101_1,29__0__423__TZM__101__1__101__1,,0,,[@364.0.17529751@]2,,2,423
1100,511_3,110__0__197__TZM__511__3__511__3,,0,,[@356.0.42935074@]3,,2,197
2200,311_8,220__1__442__TZM__311__8__311__8,,1,,[@356.0.45924825@]5,,2,442
2000,901_2,200__0__121__TZM__901__2__901__2,,0,,[@356.0.69435742@]11,,2,121
20,14_2,2__0__485__NBM__14__2__14__2,,0,,[@364.0.23226994@]1,,2,485
2,Rail MTuWThF-XHol,KPL__0__8218__RAIL__Rail_MTuWThF-XHol,C=Cycles are excluded from this service,0,,[@6.0.20608271@]KPL:822#24511#24516,,2,8218
2100,312_8,210__0__423__TZM__312__8__312__8,,0,,[@356.0.45924814@]2,,2,423
830,203_2,83__1__426__NBM__203__2__203__2,,1,,[@364.0.23226528@]83:378#12562#12628,,2,426
250,205_6,25__1__700__TZM__205__6__205__6,,1,,[@6.0.22281071@]2,,2,700
7,6112,AX__1__222__MNM__6112__6112,,1,,[@366.0.7673003@]2,,2,222
30,205_2,3__0__445__NBM__205__2__205__2,,0,,[@360.0.6959122@]3,,2,445
220,11_3,22__1__400__NBM__11__3__11__3,,1,,[@364.0.23227132@]5,,2,400
600,3202,60__0__125__MNM__3202__3202,,0,,[@356.0.29339884@]2,,2,125
6,Rail Sa-XSun,JVL__1__9399__RAIL__Rail_Sa-XSun,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9399
280,235,28__1__100__NBM__235__235,,1,,[@364.0.23227051@]2,,2,100
830,202,83__0__731__NBM__202__202,,0,,[@364.0.23226528@]83:382#12651#12715,,2,731
1300,402_5,130__1__740__TZM__402__5__402__5,,1,,[@364.0.17527495@]1,,2,740
290,114_6,29__0__409__TZM__114__6__114__6,,0,,[@364.0.17529751@]2,,2,409
220,7_1,22__1__444__NBM__7__1__7__1,,1,,[@364.0.23227132@]5,,2,444
2,Rail SaSu+Hol,KPL__1__6423__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6423
70,117,7__0__749__TZM__117__117,,0,,[@364.0.17528115@]2,,2,749
1110,502_6,111__0__115__TZM__502__6__502__6,,0,,[@364.0.17527741@]3,,2,115
210,205_2,21__1__448__NBM__205__2__205__2,,1,,[@364.0.23227109@]1,,2,448
290,105_5,29__1__400__TZM__105__5__105__5,,1,,[@364.0.17529751@]1,,2,400
2600,7701,260__0__403__UZM__7701__7701,,0,,[@366.0.28965553@]2,,2,403
2620,16_4,262__1__146__UZM__16__4__16__4,,1,,[@366.0.28965575@]2,,2,146
2900,7752,290__0__413__UZM__7752__7752,,0,,[@364.0.36724235@]1,,2,413
1140,505_4,114__1__414__TZM__505__4__505__4,,1,,[@356.0.42935130@]114:450#14408#14428,,2,414
5,Rail MTuWThF-XHol,HVL__1__2621__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,2621
270,101_4,27__1__420__TZM__101__4__101__4,,1,,[@360.0.75333692@]1,,2,420
1200,419_3,120__0__453__TZM__419__3__419__3,,0,,[@364.0.17527449@]1,,2,453
200,45_1,20__1__418__NBM__45__1__45__1,,1,,[@360.0.6960769@]2,,2,418
6,Rail MTuWThF-XHol,JVL__0__9200__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9200
2,Rail SaSu+Hol,KPL__1__6449__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6449
1100,508_2,110__0__407__TZM__508__2__508__2,,0,,[@356.0.42935074@]3,,2,407
9911,111_8,N1__0__103__TZM__111__8__111__8,S=Operates on request to Southgate and Houghton Bay (Mersey Street# Melrose# Buckley Roads as far as Orchy Crescent# Houghton Bay# View and Hungerford Roads),0,,[@6.0.22286099@]N1:1#1#69,,2,103
7,6043,AX__1__190__MNM__6043__6043,,1,,[@366.0.7673003@]2,,2,190
1100,501_9,110__0__733__TZM__501__9__501__9,,0,,[@356.0.42935074@]3,,2,733
2,Rail XmasWeek 5-6Jan,KPL__1__6457__RAIL__Rail_XmasWeek_5-6Jan,,1,,[@6.0.20608271@]KPL:807#24379#24391,,2,6457
9,CCL Su+Hol-Xmas,CCL__0__10540__WCCL__CCL_Su+Hol-Xmas,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10540
9,CCL MTuWThF-XHol,CCL__1__10377__WCCL__CCL_MTuWThF-XHol,,1,,[@6.0.98043685@]CCL:857#24726#24728,,2,10377
20,12,2__0__853__NBM__12__12,,0,,[@364.0.23226994@]1,,2,853
2810,24_4,281__0__123__UZM__24__4__24__4,,0,,[@364.0.10228169@]1,,2,123
2,Rail MTuWThF-XHol,KPL__1__7211__RAIL__Rail_MTuWThF-XHol,,1,,[@6.0.20608271@]KPL:809#24407#24415,,2,7211
1200,407_4,120__0__709__TZM__407__4__407__4,,0,,[@364.0.17527449@]1,,2,709
30,3,3__0__723__NBM__3__3,,0,,[@360.0.6959122@]3,,2,723
7,8062,AX__1__894__MNM__8062__8062,,1,,[@366.0.7673003@]2,,2,894
1100,423_2,110__1__186__TZM__423__2__423__2,,1,,[@356.0.42935074@]81537888,,2,186
6,Rail Sa,JVL__1__9343__RAIL__Rail_Sa,,1,,[@6.0.20608239@]JVL:801#24315#24322,,2,9343
120,201_2,12__1__408__NBM__201__2__201__2,,1,,[@364.0.23227021@]1,,2,408
9,CCL MTuWThF-XHol,CCL__0__10319__WCCL__CCL_MTuWThF-XHol,,0,,[@6.0.98043685@]CCL:859#24732#24734,,2,10319
250,101_4,25__1__401__TZM__101__4__101__4,,1,,[@6.0.22281071@]2,,2,401
520,1031,52__1__706__MNM__1031__1031,,1,,[@360.0.6959370@]52:307#10264#10319,,2,706
6,Rail MTuWThF-XHol,JVL__0__9230__RAIL__Rail_MTuWThF-XHol,,0,,[@6.0.20608239@]JVL:803#24333#24340,,2,9230
1450,435_2,145__0__111__TZM__435__2__435__2,,0,,[@6.0.21845666@]145:505#16399#16417,,2,111
70,115_7,7__0__438__TZM__115__7__115__7,,0,,[@364.0.17528115@]2,,2,438
1500,401_4,150__0__713__TZM__401__4__401__4,,0,,[@6.0.21845698@]3,,2,713
120,33_1,12__1__432__NBM__33__1__33__1,,1,,[@364.0.23227021@]1,,2,432
2260,307_6,226__0__417__TZM__307__6__307__6,,0,,[@356.0.45924848@]5,,2,417
5,Rail SaSu+Hol,HVL__1__3811__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,3811
1600,605_3,160__0__429__TZM__605__3__605__3,,0,,[@356.0.42935312@]5,,2,429
30,10,3__0__745__NBM__10__10,,0,,[@360.0.6959122@]2,,2,745
70,216_6,7__1__457__TZM__216__6__216__6,,1,,[@364.0.17528115@]1,,2,457
5,Rail SaSu+Hol,HVL__1__3823__RAIL__Rail_SaSu+Hol,,1,,[@6.0.20608367@]HVL:783#24101#24116,,2,3823
1300,501_5,130__0__707__TZM__501__5__501__5,,0,,[@364.0.17527495@]3,,2,707
